category,domain,url,text,page_type,found_on
Federal Agency,www.ny.gov,https://www.ny.gov/,New York,New-York Government,https://www.usa.gov/states/new-york
Federal Agency,www.ny.gov,https://www.ny.gov/services/social-programs,Social Services,New-York Government,https://www.usa.gov/states/new-york
Federal Agency,www.nysed.gov,https://www.nysed.gov/,Education Department,New-York Government,https://www.usa.gov/states/new-york
Federal Agency,www.oag.ca.gov,https://www.oag.ca.gov/,California (CA),State Attorneys General,https://www.usa.gov/state-attorney-general
Federal Agency,www.ok.gov,https://www.ok.gov/dac/,District Attorneys Council,Oklahoma Government,https://www.usa.gov/states/oklahoma
Federal Agency,www.pa.gov,https://www.pa.gov/en/governor.html,Pennsylvania (PA),State Governors,https://www.usa.gov/state-governor
Federal Agency,www.pa.gov,https://www.pa.gov/,Pennsylvania,Pennsylvania Government,https://www.usa.gov/states/pennsylvania
Federal Agency,www.pa.gov,https://www.pa.gov/en/agencies/dhs.html,Department of Human Services,Pennsylvania Government,https://www.usa.gov/states/pennsylvania
Federal Agency,www.pema.pa.gov,https://www.pema.pa.gov/Pages/default.aspx,Emergency Management Agency,Pennsylvania Government,https://www.usa.gov/states/pennsylvania
Federal Agency,www.prosecutors.mo.gov,https://www.prosecutors.mo.gov/directory,Office of Prosecution Services,Missouri Government,https://www.usa.gov/states/missouri
Federal Agency,www.rd.usda.gov,https://www.rd.usda.gov/about-rd/state-offices,Rural Development office locator,Federal Agencies,https://www.usa.gov/federal-agencies
Federal Agency,www.ri.gov,https://www.ri.gov/,Rhode Island,Rhode-Island Government,https://www.usa.gov/states/rhode-island
Federal Agency,www.sbe.wa.gov,https://www.sbe.wa.gov/,Board of Education,Washington Government,https://www.usa.gov/states/washington
Federal Agency,www.scag.gov,https://www.scag.gov/,South Carolina (SC),State Attorneys General,https://www.usa.gov/state-attorney-general
Federal Agency,www.sd.gov,https://www.sd.gov,South Dakota,South-Dakota Government,https://www.usa.gov/states/south-dakota
Federal Agency,www.sos.ca.gov,https://www.sos.ca.gov/elections,Elections and Voter Information,California Government,https://www.usa.gov/states/california
Federal Agency,www.sos.la.gov,https://www.sos.la.gov/ElectionsAndVoting/Pages/default.aspx,Elections and Voting,Louisiana Government,https://www.usa.gov/states/louisiana
Federal Agency,www.sos.mo.gov,https://www.sos.mo.gov/elections/,Elections and Voting,Missouri Government,https://www.usa.gov/states/missouri
Federal Agency,www.sos.ms.gov,https://www.sos.ms.gov/elections-voting,Elections and Voting,Mississippi Government,https://www.usa.gov/states/mississippi
Federal Agency,www.sos.nh.gov,https://www.sos.nh.gov/elections/voters,Voters and Elections,New-Hampshire Government,https://www.usa.gov/states/new-hampshire
Federal Agency,www.sos.nm.gov,https://www.sos.nm.gov/voting-and-elections/voter-information-portal-nmvote-org/,Voting and Elections,New-Mexico Government,https://www.usa.gov/states/new-mexico
Federal Agency,www.sos.wa.gov,https://www.sos.wa.gov/elections,Elections and Voting,Washington Government,https://www.usa.gov/states/washington
Federal Agency,www.tn.gov,https://www.tn.gov/governor.html,Tennessee (TN),State Governors,https://www.usa.gov/state-governor
Federal Agency,www.tn.gov,https://www.tn.gov/attorneygeneral.html,Tennessee (TN),State Attorneys General,https://www.usa.gov/state-attorney-general
Federal Agency,www.tn.gov,https://www.tn.gov/,Tennessee,Tennessee Government,https://www.usa.gov/states/tennessee
Federal Agency,www.tn.gov,https://www.tn.gov/governor/contact-us.html,Contact Governor Lee,Tennessee Government,https://www.usa.gov/states/tennessee
Federal Agency,www.tn.gov,https://www.tn.gov/agriculture.html,Department of Agriculture,Tennessee Government,https://www.usa.gov/states/tennessee
Federal Agency,www.tn.gov,https://www.tn.gov/humanservices,Department of Human Services,Tennessee Government,https://www.usa.gov/states/tennessee
Federal Agency,www.tn.gov,https://www.tn.gov/correction.html,Department of Correction,Tennessee Government,https://www.usa.gov/states/tennessee
Federal Agency,www.tn.gov,https://www.tn.gov/education.html,Department of Education,Tennessee Government,https://www.usa.gov/states/tennessee
Federal Agency,www.tn.gov,https://www.tn.gov/tema.html,Emergency Management Agency,Tennessee Government,https://www.usa.gov/states/tennessee
Federal Agency,www.tn.gov,https://www.tn.gov/health.html,Department of Health,Tennessee Government,https://www.usa.gov/states/tennessee
Federal Agency,www.tn.gov,https://www.tn.gov/content/tn/driver-services.html,Motor Vehicles,Tennessee Government,https://www.usa.gov/states/tennessee
Federal Agency,www.ttb.gov,https://www.ttb.gov,Alcohol and Tobacco Tax and Trade Bureau,Federal Agencies,https://www.usa.gov/federal-agencies
Federal Agency,www.ttb.gov,https://www.ttb.gov/about-ttb/contact-us,Contact the Alcohol and Tobacco Tax and Trade Bureau,Federal Agencies,https://www.usa.gov/federal-agencies
Federal Agency,www.ttb.gov,https://www.ttb.gov/trade-investigations/tid-map,Find a field office of The Alcohol and Tobacco Tax and Trade Bureau,Federal Agencies,https://www.usa.gov/federal-agencies
Federal Agency,www.txdmv.gov,https://www.txdmv.gov/,Motor Vehicles,Texas Government,https://www.usa.gov/states/texas
Federal Agency,www.usadf.gov,https://www.usadf.gov/,African Development Foundation,Federal Agencies,https://www.usa.gov/federal-agencies
Federal Agency,www.usadf.gov,https://www.usadf.gov/contact-us,Contact the African Development Foundation,Federal Agencies,https://www.usa.gov/federal-agencies
Federal Agency,www.usagm.gov,https://www.usagm.gov/,U.S. Agency for Global Media,Federal Agencies,https://www.usa.gov/federal-agencies
Federal Agency,www.usagm.gov,https://www.usagm.gov/contact-us/,Contact the U.S. Agency for Global Media,Federal Agencies,https://www.usa.gov/federal-agencies
Federal Agency,www.usaid.gov,http://www.usaid.gov/,U.S. Agency for International Development,Federal Agencies,https://www.usa.gov/federal-agencies
Federal Agency,www.usaid.gov,https://www.usaid.gov/contact-us,Contact the U.S. Agency for International Development,Federal Agencies,https://www.usa.gov/federal-agencies
Federal Agency,www.usaid.gov,http://www.usaid.gov/mission-directory,U.S. Agency for International Development mission directory,Federal Agencies,https://www.usa.gov/federal-agencies
Federal Agency,www.usda.gov,https://www.usda.gov/,U.S. Department of Agriculture,Federal Agencies,https://www.usa.gov/federal-agencies
Federal Agency,www.usda.gov,https://www.usda.gov/about-usda/general-information/contact-us,Contact the U.S. Department of Agriculture,Federal Agencies,https://www.usa.gov/federal-agencies
Federal Agency,www.vaemergency.gov,https://www.vaemergency.gov/,Department of Emergency Management,Virginia Government,https://www.usa.gov/states/virginia
Federal Agency,www.vi.gov,https://www.vi.gov/governor-bryan/,U.S. Virgin Islands (VI),State Governors,https://www.usa.gov/state-governor
Federal Agency,www.visitthecapitol.gov,https://www.visitthecapitol.gov/visit,Book a tour of the U.S. Capitol,Federal Agencies,https://www.usa.gov/federal-agencies
Federal Agency,www.wv.gov,https://www.wv.gov/Pages/default.aspx,West Virginia,West-Virginia Government,https://www.usa.gov/states/west-virginia
Federal Agency,www.wyo.gov,https://www.wyo.gov/,Wyoming,Wyoming Government,https://www.usa.gov/states/wyoming
Judicial/Courts,portal.ice.gov,https://portal.ice.gov/immigration-guide/court,Immigration court,Courts,https://www.usa.gov/courts
Judicial/Courts,twitter.com,https://twitter.com/intent/tweet?source=webclient&text=https://www.usa.gov/courts,,Courts,https://www.usa.gov/courts
Judicial/Courts,www.facebook.com,https://www.facebook.com/sharer/sharer.php?u=https://www.usa.gov/courts&v=3,,Courts,https://www.usa.gov/courts
Judicial/Courts,www.supremecourt.gov,https://www.supremecourt.gov/about/justices.aspx,Supreme Court,Government Branches,https://www.usa.gov/branches-of-government
Judicial/Courts,www.uscourts.gov,https://www.uscourts.gov/,Administrative Office of the U.S. Courts,Federal Agencies,https://www.usa.gov/federal-agencies
Judicial/Courts,www.uscourts.gov,https://www.uscourts.gov/contact-us,Contact the Administrative Office of the U.S. Courts,Federal Agencies,https://www.usa.gov/federal-agencies
Judicial/Courts,www.uscourts.gov,https://www.uscourts.gov/federal-court-finder/search,Find a federal court near you,Federal Agencies,https://www.usa.gov/federal-agencies
Judicial/Courts,www.uscourts.gov,https://www.uscourts.gov/about-federal-courts/federal-courts-public/court-website-links,Federal courts,Courts,https://www.usa.gov/courts
Local Government,alaska.gov,https://alaska.gov/communit.html,Alaska (AK),Local Governments,https://www.usa.gov/local-governments
Local Government,apps.ilsos.gov,https://apps.ilsos.gov/isa/localgovnameindexsrch.jsp,Illinois (IL),Local Governments,https://www.usa.gov/local-governments
Local Government,blog.usa.gov,https://blog.usa.gov/,Read our blog,Local Governments,https://www.usa.gov/local-governments
Local Government,dccouncil.gov,https://dccouncil.gov/the-council/,District of Columbia (DC),Local Governments,https://www.usa.gov/local-governments
Local Government,delaware.gov,https://delaware.gov/guides/municipalities/,Delaware (DE),Local Governments,https://www.usa.gov/local-governments
Local Government,dola.colorado.gov,https://dola.colorado.gov/lgis/lgActiveAlpha.jsf,Colorado (CO),Local Governments,https://www.usa.gov/local-governments
Local Government,idaho.gov,https://idaho.gov/counties/,Idaho (ID),Local Governments,https://www.usa.gov/local-governments
Local Government,mn.gov,https://mn.gov/portal/government/local/,Minnesota (MN),Local Governments,https://www.usa.gov/local-governments
Local Government,ohio.gov,https://ohio.gov/government/topic-hubs/local-government/,Ohio (OH),Local Governments,https://www.usa.gov/local-governments
Local Government,opengov.sos.ri.gov,https://opengov.sos.ri.gov/GOVDirectoryPublic/OfficialSearch?topmenuId=104&amp;page=IdxMuni,Rhode Island (RI),Local Governments,https://www.usa.gov/local-governments
Local Government,portal.arkansas.gov,https://portal.arkansas.gov/,Arkansas (AR),Local Governments,https://www.usa.gov/local-governments
Local Government,portal.ct.gov,https://portal.ct.gov/en/Government/Cities-and-Towns,Connecticut (CT),Local Governments,https://www.usa.gov/local-governments
Local Government,portal.ehawaii.gov,https://portal.ehawaii.gov/government/county-governments/,Hawaii (HI),Local Governments,https://www.usa.gov/local-governments
Local Government,portal.kansas.gov,https://portal.kansas.gov/government/county-list/,Kansas (KS),Local Governments,https://www.usa.gov/local-governments
Local Government,sc.gov,https://sc.gov/government,South Carolina (SC),Local Governments,https://www.usa.gov/local-governments
Local Government,sos.ms.gov,https://sos.ms.gov/communications-publications/2020-2024-mississippi-blue-book,Mississippi (MS),Local Governments,https://www.usa.gov/local-governments
Local Government,sos.oregon.gov,https://sos.oregon.gov/blue-book/Pages/local.aspx,Oregon (OR),Local Governments,https://www.usa.gov/local-governments
Local Government,twitter.com,https://twitter.com/intent/tweet?source=webclient&text=https://www.usa.gov/local-governments,,Local Governments,https://www.usa.gov/local-governments
Local Government,wa.gov,https://wa.gov/your-government,Washington (WA),Local Governments,https://www.usa.gov/local-governments
Local Government,www.facebook.com,https://www.facebook.com/sharer/sharer.php?u=https://www.usa.gov/local-governments&v=3,,Local Governments,https://www.usa.gov/local-governments
Local Government,www.gsa.gov,https://www.gsa.gov/,U.S. General Services Administration,Local Governments,https://www.usa.gov/local-governments
Local Government,www.gsa.gov,https://www.gsa.gov/website-information/accessibility-statement?footer=,GSA accessibility support,Local Governments,https://www.usa.gov/local-governments
Local Government,www.gsa.gov,https://www.gsa.gov/website-information/website-policies#privacy,GSA privacy policy,Local Governments,https://www.usa.gov/local-governments
Local Government,www.gsa.gov,https://www.gsa.gov/reference/freedom-of-information-act-foia,FOIA requests,Local Governments,https://www.usa.gov/local-governments
Local Government,www.in.gov,https://www.in.gov/counties/,Indiana (IN),Local Governments,https://www.usa.gov/local-governments
Local Government,www.iowa.gov,https://www.iowa.gov/local-government,Iowa (IA),Local Governments,https://www.usa.gov/local-governments
Local Government,www.kentucky.gov,https://www.kentucky.gov/government/Pages/local.aspx,Kentucky (KY),Local Governments,https://www.usa.gov/local-governments
Local Government,www.louisiana.gov,https://www.louisiana.gov/local-louisiana/,Louisiana (LA),Local Governments,https://www.usa.gov/local-governments
Local Government,www.maryland.gov,https://www.maryland.gov/pages/nearme.aspx,Maryland (MD),Local Governments,https://www.usa.gov/local-governments
Local Government,www.mass.gov,https://www.mass.gov/lists/massachusetts-city-and-town-websites,Massachusetts (MA),Local Governments,https://www.usa.gov/local-governments
Local Government,www.michigan.gov,https://www.michigan.gov/som/about-michigan/michigan-counties,Michigan (MI),Local Governments,https://www.usa.gov/local-governments
Local Government,www.mo.gov,https://www.mo.gov/government/city-county-government/,Missouri (MO),Local Governments,https://www.usa.gov/local-governments
Local Government,www.nd.gov,https://www.nd.gov/government/local-government,North Dakota (ND),Local Governments,https://www.usa.gov/local-governments
Local Government,www.nebraska.gov,https://www.nebraska.gov/attractions/city-county/,Nebraska (NE),Local Governments,https://www.usa.gov/local-governments
Local Government,www.nh.gov,https://www.nh.gov/government/cities-towns,New Hampshire (NH),Local Governments,https://www.usa.gov/local-governments
Local Government,www.nj.gov,https://www.nj.gov/nj/gov/county/,New Jersey (NJ),Local Governments,https://www.usa.gov/local-governments
Local Government,www.ny.gov,https://www.ny.gov/counties,New York (NY),Local Governments,https://www.usa.gov/local-governments
Local Government,www.sos.alabama.gov,https://www.sos.alabama.gov/index.php/city-county-lookup,Alabama (AL),Local Governments,https://www.usa.gov/local-governments
Local Government,www.tn.gov,https://www.tn.gov/directory/county-city-web-sites.html,Tennessee (TN),Local Governments,https://www.usa.gov/local-governments
Local Government,www.utah.gov,https://www.utah.gov/government/cityCounty.html,Utah (UT),Local Governments,https://www.usa.gov/local-governments
Local Government,www.vermont.gov,https://www.vermont.gov/towns-and-Cities#gsc.tab=0,Vermont (VT),Local Governments,https://www.usa.gov/local-governments
Local Government,www.virginia.gov,https://www.virginia.gov/local-government/,Virginia (VA),Local Governments,https://www.usa.gov/local-governments
Local Government,www.wv.gov,https://www.wv.gov/local/Pages/default.aspx,West Virginia (WV),Local Governments,https://www.usa.gov/local-governments
Military,installations.militaryonesource.mil,https://installations.militaryonesource.mil/,Find army installations,Federal Agencies,https://www.usa.gov/federal-agencies
Military,www.af.mil,https://www.af.mil/,U.S. Air Force,Federal Agencies,https://www.usa.gov/federal-agencies
Military,www.af.mil,https://www.af.mil/Contact-Us/,Contact the U.S. Air Force,Federal Agencies,https://www.usa.gov/federal-agencies
Military,www.afrc.af.mil,https://www.afrc.af.mil/,U.S. Air Force Reserve Command,Federal Agencies,https://www.usa.gov/federal-agencies
Military,www.afrc.af.mil,https://www.afrc.af.mil/Contact-Us/,Contact the U.S. Air Force Reserve Command,Federal Agencies,https://www.usa.gov/federal-agencies
Military,www.africom.mil,https://www.africom.mil/,U.S. Africa Command,Federal Agencies,https://www.usa.gov/federal-agencies
Military,www.africom.mil,https://www.africom.mil/contact-us,Contact the Africa Command,Federal Agencies,https://www.usa.gov/federal-agencies
Military,www.army.mil,https://www.army.mil/,U.S. Army,Federal Agencies,https://www.usa.gov/federal-agencies
Military,www.army.mil,https://www.army.mil/contact/,Contact the U.S. Army,Federal Agencies,https://www.usa.gov/federal-agencies
Military,www.usace.army.mil,http://www.usace.army.mil/,U.S. Army Corps of Engineers,Federal Agencies,https://www.usa.gov/federal-agencies
Military,www.usace.army.mil,https://www.usace.army.mil/Resources/Contact/,Contact the U.S. Army Corps of Engineers,Federal Agencies,https://www.usa.gov/federal-agencies
Military,www.usace.army.mil,http://www.usace.army.mil/Locations.aspx,U.S. Army Corps of Engineers divisions and districts,Federal Agencies,https://www.usa.gov/federal-agencies
Other,aroostook.me.us,https://aroostook.me.us/maine-counties/,Maine (ME),Local Governments,https://www.usa.gov/local-governments
Other,attorneygenerallynnfitch.com,https://attorneygenerallynnfitch.com/,Mississippi (MS),State Attorneys General,https://www.usa.gov/state-attorney-general
Other,attorneygenerallynnfitch.com,https://attorneygenerallynnfitch.com/divisions/consumer-protection/,Consumer Protection Division,Mississippi Government,https://www.usa.gov/states/mississippi
Other,ce.naco.org,https://ce.naco.org/?find=true,Nevada (NV),Local Governments,https://www.usa.gov/local-governments
Other,coloradoprosecutors.org,https://coloradoprosecutors.org/your-da/find-my-da/,District Attorneys' Council,Colorado Government,https://www.usa.gov/states/colorado
Other,directory.tml.org,https://directory.tml.org/,Texas (TX),Local Governments,https://www.usa.gov/local-governments
Other,dos.myflorida.com,https://dos.myflorida.com/library-archives/research/florida-information/government/local-resources/fl-cities/,Florida (FL),Local Governments,https://www.usa.gov/local-governments
Other,fdc.myflorida.com,https://fdc.myflorida.com/index.html,Department of Corrections,Florida Government,https://www.usa.gov/states/florida
Other,flgov.com,https://flgov.com/eog/leadership/people/ron-desantis/contact,Contact Governor DeSantis,Florida Government,https://www.usa.gov/states/florida
Other,manhattanda.org,https://manhattanda.org/,District Attorney's Office,New-York Government,https://www.usa.gov/states/new-york
Other,md.accessgov.com,https://md.accessgov.com/governor/Forms/Page/cs/contact-the-governor/1,Contact Governor Moore,Maryland Government,https://www.usa.gov/states/maryland
Other,nmdeptag.nmsu.edu,https://nmdeptag.nmsu.edu/,Department of Agriculture,New-Mexico Government,https://www.usa.gov/states/new-mexico
Other,pacga.org,https://pacga.org/,Prosecuting Attorneys' Council of Georgia,Georgia Government,https://www.usa.gov/states/georgia
Other,rmiparliament.org,https://rmiparliament.org/cms/members.html,Republic of the Marshall Islands (MH),State Governors,https://www.usa.gov/state-governor
Other,scdmvonline.com,https://scdmvonline.com/,Motor Vehicles,South-Carolina Government,https://www.usa.gov/states/south-carolina
Other,usvidoj.com,https://usvidoj.com/,U.S. Virgin Islands (VI),State Attorneys General,https://www.usa.gov/state-attorney-general
Other,webnew.ped.state.nm.us,https://webnew.ped.state.nm.us/,Public Education Department,New-Mexico Government,https://www.usa.gov/states/new-mexico
Other,wv.accessgov.com,https://wv.accessgov.com/governor/Forms/Page/submitcomment-governor/contact-governor/0,Contact Governor Morrisey,West-Virginia Government,https://www.usa.gov/states/west-virginia
Other,wvde.us,https://wvde.us/,Department of Education,West-Virginia Government,https://www.usa.gov/states/west-virginia
Other,www.ag.state.la.us,https://www.ag.state.la.us/,Louisiana (LA),State Attorneys General,https://www.usa.gov/state-attorney-general
Other,www.ag.state.la.us,https://www.ag.state.la.us/Division/PublicProtection#consumer-protection,Consumer Protection,Louisiana Government,https://www.usa.gov/states/louisiana
Other,www.ag.state.mn.us,https://www.ag.state.mn.us/,Minnesota (MN),State Attorneys General,https://www.usa.gov/state-attorney-general
Other,www.ag.state.mn.us,https://www.ag.state.mn.us/default.asp,Office of the Attorney General,Minnesota Government,https://www.usa.gov/states/minnesota
Other,www.airforce.com,https://www.airforce.com/find-a-recruiter,Air Force recruiter locator,Federal Agencies,https://www.usa.gov/federal-agencies
Other,www.airforce.com,https://www.airforce.com/lifestyle/locations,Find Air Force installations,Federal Agencies,https://www.usa.gov/federal-agencies
Other,www.alabamaachieves.org,https://www.alabamaachieves.org/,Department of Education,Alabama Government,https://www.usa.gov/states/alabama
Other,www.alhurra.com,https://www.alhurra.com/,AlhurraÂ TV,Federal Agencies,https://www.usa.gov/federal-agencies
Other,www.azcounties.org,https://www.azcounties.org,Arizona (AZ),Local Governments,https://www.usa.gov/local-governments
Other,www.cdaa.org,https://www.cdaa.org/,California District Attorneys Association,California Government,https://www.usa.gov/states/california
Other,www.cde.state.co.us,https://www.cde.state.co.us/,Department of Education,Colorado Government,https://www.usa.gov/states/colorado
Other,www.cnmioag.org,https://www.cnmioag.org/,Northern Mariana Islands (MP),State Attorneys General,https://www.usa.gov/state-attorney-general
Other,www.counties.org,https://www.counties.org/county-websites-profile-information,California (CA),Local Governments,https://www.usa.gov/local-governments
Other,www.courts.state.hi.us,https://www.courts.state.hi.us/,District Attorneys,Hawaii Government,https://www.usa.gov/states/hawaii
Other,www.dhs.state.il.us,https://www.dhs.state.il.us/page.aspx,Department of Human Services,Illinois Government,https://www.usa.gov/states/illinois
Other,www.doe.mass.edu,https://www.doe.mass.edu/,Department of Elementary & Secondary Education,Massachusetts Government,https://www.usa.gov/states/massachusetts
Other,www.doj.state.or.us,https://www.doj.state.or.us/,Oregon (OR),State Attorneys General,https://www.usa.gov/state-attorney-general
Other,www.doj.state.or.us,https://www.doj.state.or.us/consumer-protection/,Consumer Protection,Oregon Government,https://www.usa.gov/states/oregon
Other,www.doj.state.wi.us,https://www.doj.state.wi.us/,Wisconsin (WI),State Attorneys General,https://www.usa.gov/state-attorney-general
Other,www.dos.myflorida.com,https://www.dos.myflorida.com/elections/,Division of Elections,Florida Government,https://www.usa.gov/states/florida
Other,www.dot.state.wy.us,https://www.dot.state.wy.us/driverservices,Motor Vehicles,Wyoming Government,https://www.usa.gov/states/wyoming
Other,www.expresslane.org,https://www.expresslane.org/,Motor Vehicles,Louisiana Government,https://www.usa.gov/states/louisiana
Other,www.fldoe.org,https://www.fldoe.org/,Department of Education,Florida Government,https://www.usa.gov/states/florida
Other,www.flgov.com,https://www.flgov.com/,Florida (FL),State Governors,https://www.usa.gov/state-governor
Other,www.floridadisaster.org,https://www.floridadisaster.org/,Division of Emergency Management,Florida Government,https://www.usa.gov/states/florida
Other,www.fsmgov.org,https://www.fsmgov.org/ngovt.html,Federated States of Micronesia (FM),State Governors,https://www.usa.gov/state-governor
Other,www.gacities.com,https://www.gacities.com/Directories/Member-Cities.aspx,Georgia (GA),Local Governments,https://www.usa.gov/local-governments
Other,www.gadoe.org,https://www.gadoe.org/Pages/Home.aspx,Department of Education,Georgia Government,https://www.usa.gov/states/georgia
Other,www.goarmy.com,https://www.goarmy.com/locate-a-recruiter.html,Army recruiter locator,Federal Agencies,https://www.usa.gov/federal-agencies
Other,www.hawaiipublicschools.org,https://www.hawaiipublicschools.org/Pages/Home.aspx,Department of Education,Hawaii Government,https://www.usa.gov/states/hawaii
Other,www.health.state.mn.us,https://www.health.state.mn.us/,Department of Health,Minnesota Government,https://www.usa.gov/states/minnesota
Other,www.isbe.net,https://www.isbe.net/,Board of Education,Illinois Government,https://www.usa.gov/states/illinois
Other,www.ksde.org,https://www.ksde.org/,Department of Education,Kansas Government,https://www.usa.gov/states/kansas
Other,www.kyagr.com,https://www.kyagr.com/,Department of Agriculture,Kentucky Government,https://www.usa.gov/states/kentucky
Other,www.ldaa.org,https://www.ldaa.org/,District Attorneys Association,Louisiana Government,https://www.usa.gov/states/louisiana
Other,www.ldaf.state.la.us,https://www.ldaf.state.la.us/,Department of Agriculture & Forestry,Louisiana Government,https://www.usa.gov/states/louisiana
Other,www.louisianabelieves.com,https://www.louisianabelieves.com/,Department of Education,Louisiana Government,https://www.usa.gov/states/louisiana
Other,www.mainecounties.org,https://www.mainecounties.org/district-attorneys.html,County District Attorneys,Maine Government,https://www.usa.gov/states/maine
Other,www.marylandpublicschools.org,https://www.marylandpublicschools.org/Pages/Default.aspx,Department of Education,Maryland Government,https://www.usa.gov/states/maryland
Other,www.mda.state.mn.us,https://www.mda.state.mn.us/,Department of Agriculture,Minnesota Government,https://www.usa.gov/states/minnesota
Other,www.mdek12.org,https://www.mdek12.org/,Department of Education,Mississippi Government,https://www.usa.gov/states/mississippi
Other,www.msema.org,https://www.msema.org/,Emergency Management Agency,Mississippi Government,https://www.usa.gov/states/mississippi
Other,www.mtcounties.org,https://www.mtcounties.org/counties/contact-a-county/,Montana (MT),Local Governments,https://www.usa.gov/local-governments
Other,www.myflfamilies.com,https://www.myflfamilies.com/,Department of Children and Families,Florida Government,https://www.usa.gov/states/florida
Other,www.myflorida.com,https://www.myflorida.com/,Florida,Florida Government,https://www.usa.gov/states/florida
Other,www.myfloridalegal.com,https://www.myfloridalegal.com/,Florida (FL),State Attorneys General,https://www.usa.gov/state-attorney-general
Other,www.ncdistrictattorney.org,https://www.ncdistrictattorney.org/citizens/find-your-da/,District Attorneys,North-Carolina Government,https://www.usa.gov/states/north-carolina
Other,www.ncsc.org,https://www.ncsc.org/resources-courts/who-what-when-how-state-courts,State and territory courts,Courts,https://www.usa.gov/courts
Other,www.ncsc.org,https://www.ncsc.org/information-and-resources/state-court-websites,state or territory court website,Courts,https://www.usa.gov/courts
Other,www.nmdas.com,https://www.nmdas.com/,District Attorneys Association,New-Mexico Government,https://www.usa.gov/states/new-mexico
Other,www.nmhealth.org,https://www.nmhealth.org/,Department of Heatlh,New-Mexico Government,https://www.usa.gov/states/new-mexico
Other,www.oag.state.va.us,https://www.oag.state.va.us/,Virginia (VA),State Attorneys General,https://www.usa.gov/state-attorney-general
Other,www.oag.state.va.us,https://www.oag.state.va.us/consumer-protection/,Consumer Protection,Virginia Government,https://www.usa.gov/states/virginia
Other,www.ohiopa.org,https://www.ohiopa.org/yourprosecutor.html,Prosecuting Attorneys Association,Ohio Government,https://www.usa.gov/states/ohio
Other,www.pacounties.org,https://www.pacounties.org/who-we-are/pennsylvania-county-by-class,Pennsylvania (PA),Local Governments,https://www.usa.gov/local-governments
Other,www.palaugov.pw,https://www.palaugov.pw/executive-branch/president/,Republic of Palau (PW),State Governors,https://www.usa.gov/state-governor
Other,www.pdaa.org,https://www.pdaa.org/pdaa/,District Attorneys Association,Pennsylvania Government,https://www.usa.gov/states/pennsylvania
Other,www.scemd.org,https://www.scemd.org/,Emergency Management Division,South-Carolina Government,https://www.usa.gov/states/south-carolina
Other,www.scvotes.org,https://www.scvotes.org/,Election Commission,South-Carolina Government,https://www.usa.gov/states/south-carolina
Other,www.sdcounties.org,https://www.sdcounties.org/counties/,South Dakota (SD),Local Governments,https://www.usa.gov/local-governments
Other,www.sec.state.ma.us,https://www.sec.state.ma.us/divisions/elections/elections-and-voting.htm,Elections and Voting,Massachusetts Government,https://www.usa.gov/states/massachusetts
Other,www.sog.unc.edu,https://www.sog.unc.edu/resources/microsites/knapp-library/counties-north-carolina,North Carolina (NC),Local Governments,https://www.usa.gov/local-governments
Other,www.sos.state.co.us,https://www.sos.state.co.us/pubs/elections/main.html,Elections and Voting,Colorado Government,https://www.usa.gov/states/colorado
Other,www.sos.state.mn.us,https://www.sos.state.mn.us/elections-voting/,Elections and Voting,Minnesota Government,https://www.usa.gov/states/minnesota
Other,www.sos.state.oh.us,https://www.sos.state.oh.us/elections/voters/,Elections and Voting,Ohio Government,https://www.usa.gov/states/ohio
Other,www.sos.state.tx.us,https://www.sos.state.tx.us/elections/index.shtml,Elections and Voting,Texas Government,https://www.usa.gov/states/texas
Other,www.tdcaa.com,https://www.tdcaa.com/,District & County Attorneys Association,Texas Government,https://www.usa.gov/states/texas
Other,www.tndagc.org,https://www.tndagc.org/,District Attorneys General Conference,Tennessee Government,https://www.usa.gov/states/tennessee
Other,www.travelok.com,https://www.travelok.com/cities-and-regions,Oklahoma (OK),Local Governments,https://www.usa.gov/local-governments
Other,www.usdalocalfoodportal.com,https://www.usdalocalfoodportal.com/fe/fdirectory_farmersmarket/,Find a Department of Agriculture farmers market near you,Federal Agencies,https://www.usa.gov/federal-agencies
Other,www.wicounties.org,https://www.wicounties.org/the-counties/,Wisconsin (WI),Local Governments,https://www.usa.gov/local-governments
Other,wyo-wcca.org,https://wyo-wcca.org/county-information/,Wyoming (WY),Local Governments,https://www.usa.gov/local-governments
State Government,ade.arkansas.gov,https://ade.arkansas.gov/,Department of Education,Arkansas Government,https://www.usa.gov/states/arkansas
State Government,ag.colorado.gov,https://ag.colorado.gov/,Department of Agriculture,Colorado Government,https://www.usa.gov/states/colorado
State Government,ag.hawaii.gov,https://ag.hawaii.gov/contact-us/,Hawaii (HI),State Attorneys General,https://www.usa.gov/state-attorney-general
State Government,ag.utah.gov,https://ag.utah.gov/,Department of Agriculture and Food,Utah Government,https://www.usa.gov/states/utah
State Government,agi.alabama.gov,https://agi.alabama.gov/,Department of Agriculture & Industries,Alabama Government,https://www.usa.gov/states/alabama
State Government,ago.nebraska.gov,https://ago.nebraska.gov/,Nebraska (NE),State Attorneys General,https://www.usa.gov/state-attorney-general
State Government,ago.vermont.gov,https://ago.vermont.gov/,Vermont (VT),State Attorneys General,https://www.usa.gov/state-attorney-general
State Government,ago.vermont.gov,https://ago.vermont.gov/cap,Consumer Assistance Program,Vermont Government,https://www.usa.gov/states/vermont
